n,k,kn,gain
60,4,0.06666666666666667,0.007034998924434044
60,4,0.06666666666666667,-0.04524323587059054
60,4,0.06666666666666667,-0.04435677165806895
60,4,0.06666666666666667,0.026892251959922175
60,4,0.06666666666666667,-0.03979407787387912
60,4,0.06666666666666667,0.018074140281806705
60,4,0.06666666666666667,-0.020877907218180614
60,4,0.06666666666666667,0.010583587995269983
60,4,0.06666666666666667,0.010897566880485321
60,4,0.06666666666666667,0.008971919365842407
60,4,0.06666666666666667,0.03238872601029641
60,4,0.06666666666666667,0.025682945853584827
60,4,0.06666666666666667,0.0305726185123405
60,4,0.06666666666666667,-0.0013931702486088549
60,4,0.06666666666666667,0.024731012757261583
60,4,0.06666666666666667,0.025779836429917158
60,4,0.06666666666666667,0.004072635674345071
60,4,0.06666666666666667,-0.0183174410766479
60,4,0.06666666666666667,0.0366302297305483
60,4,0.06666666666666667,0.020861431934097452
60,4,0.06666666666666667,0.03974160087465439
60,4,0.06666666666666667,0.04856014822832
60,4,0.06666666666666667,0.02238137576446475
60,6,0.1,0.02396930348392723
60,6,0.1,0.016942728567803322
60,6,0.1,-0.006919224388580059
60,6,0.1,-0.024891195379422304
60,6,0.1,-0.01505260669647085
60,6,0.1,0.02751676658805091
60,6,0.1,0.043470630209888006
60,6,0.1,-0.010509830866689163
60,6,0.1,0.0234239928152582
60,6,0.1,-0.008254797702282102
60,6,0.1,-0.009944557331188264
60,6,0.1,0.022149442964625732
60,6,0.1,-0.0267574164047929
60,6,0.1,-0.03763417082960607
60,6,0.1,0.010724100441092399
60,6,0.1,0.0037639354899109967
60,6,0.1,-0.02185053380088281
60,6,0.1,0.014564037452559575
60,6,0.1,0.03677549351607701
60,6,0.1,0.03198552334494131
60,6,0.1,0.010124457497939998
60,6,0.1,-0.027583006257444143
60,6,0.1,0.03040760618949717
60,6,0.1,0.05033552957831311
60,6,0.1,-0.007216675177093623
60,6,0.1,0.008292872472200286
60,6,0.1,-0.04354625504540699
60,6,0.1,0.01486053523614983
60,6,0.1,0.02115273326452599
60,6,0.1,-0.012031991252202279
60,6,0.1,0.02965200142757335
60,6,0.1,0.019419020912516682
60,6,0.1,0.011206017621934794
60,6,0.1,0.03586146494750653
60,6,0.1,0.0013838538271309098
60,6,0.1,-0.009931069235572021
60,6,0.1,-0.015040444558929056
60,6,0.1,0.009170600158837083
60,6,0.1,0.03977930103937555
60,6,0.1,0.006187797299188058
60,8,0.13333333333333333,0.013124410060133263
60,8,0.13333333333333333,-0.01749834568175679
60,8,0.13333333333333333,0.002290655647770312
60,8,0.13333333333333333,0.026744545501084183
60,8,0.13333333333333333,0.028016969256212
60,8,0.13333333333333333,0.011126664655104757
60,8,0.13333333333333333,-0.0033057753289140734
60,8,0.13333333333333333,-0.007203219040870956
60,8,0.13333333333333333,-0.007629369304980982
60,8,0.13333333333333333,-0.043997408240453784
60,8,0.13333333333333333,0.00374849281131584
60,8,0.13333333333333333,-0.02111567792387198
60,8,0.13333333333333333,0.05227660428291947
60,8,0.13333333333333333,0.006586203150553249
60,8,0.13333333333333333,0.001548951924996711
60,8,0.13333333333333333,-0.017778283302635478
60,8,0.13333333333333333,0.029036455351784007
60,8,0.13333333333333333,0.022595099698667964
60,8,0.13333333333333333,-0.003789655839658068
60,8,0.13333333333333333,-0.006099601086717865
60,8,0.13333333333333333,0.030890783059311033
60,8,0.13333333333333333,-0.0069076368338658045
60,8,0.13333333333333333,0.01382254001139549
60,8,0.13333333333333333,0.06117278072621912
60,8,0.13333333333333333,-0.0018344024307612727
60,8,0.13333333333333333,0.036999765375762494
60,8,0.13333333333333333,0.04116491034324854
60,8,0.13333333333333333,0.019531511763550502
60,8,0.13333333333333333,-0.02339831135800413
60,8,0.13333333333333333,0.027073071954637706
60,8,0.13333333333333333,0.025033153141542197
60,8,0.13333333333333333,0.01882834097790581
60,8,0.13333333333333333,-0.021351908438015155
60,8,0.13333333333333333,0.041786537778185584
60,8,0.13333333333333333,0.01592864690937107
60,8,0.13333333333333333,0.03955860075141937
60,8,0.13333333333333333,-0.003536723750948878
60,8,0.13333333333333333,0.059765216053157155
60,8,0.13333333333333333,0.0020751152444257737
60,8,0.13333333333333333,-0.018361393149630145
60,12,0.2,0.00487005792214934
60,12,0.2,0.024496909502612185
60,12,0.2,0.02134230958786343
60,12,0.2,0.0591031213215607
60,12,0.2,0.03291509722304076
60,12,0.2,0.015801170954856725
60,12,0.2,0.03548764918582725
60,12,0.2,0.029903803076139546
60,12,0.2,0.018187869854387084
60,12,0.2,0.03421727782855999
60,12,0.2,0.04486165891425675
60,12,0.2,-0.00402483356990202
60,12,0.2,-0.003321276597217482
60,12,0.2,0.01776408136551144
60,12,0.2,0.005305450079160723
60,12,0.2,0.05523387767355925
60,12,0.2,0.07880392441928108
60,12,0.2,0.026622747897587007
60,12,0.2,0.047809263275097436
60,12,0.2,-0.02794021702838384
60,12,0.2,0.02329180001964437
60,12,0.2,0.05133914718222582
60,12,0.2,0.010144618008866457
60,12,0.2,-0.014667512010839268
60,12,0.2,-0.0037197759819879717
60,12,0.2,0.015647295067343192
60,12,0.2,0.03345522193439093
60,12,0.2,0.038433357764155074
60,12,0.2,-0.017814033814996744
60,12,0.2,-0.03378017279906559
60,12,0.2,0.007644701573509105
60,12,0.2,0.0052941728769324015
60,12,0.2,-0.001560469452763169
60,12,0.2,0.043201694420062775
60,12,0.2,0.03803343672181764
60,12,0.2,-0.024988042208701322
60,12,0.2,0.041053860141458065
60,12,0.2,-0.00788835787184139
60,12,0.2,0.005172967025877384
60,12,0.2,0.056728194454729874
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,1,0.008,0.0
125,2,0.016,-0.08302919799420477
125,2,0.016,0.0016513832332475387
125,2,0.016,0.0004607801231019115
125,2,0.016,-0.0006482825988561314
125,2,0.016,-0.027310434305370945
125,2,0.016,-0.00032607717606414344
125,2,0.016,-0.00171158691564538
125,2,0.016,0.00787436507981698
125,2,0.016,0.00021935097150121985
125,2,0.016,-0.006335080308206176
125,2,0.016,-0.001710456868099397
125,2,0.016,0.0025136256069283047
125,2,0.016,-0.027374880518944378
125,2,0.016,-0.010880455094110175
125,2,0.016,0.0016335301350709486
125,2,0.016,-0.048106784838201244
125,2,0.016,-0.004313791447770665
125,2,0.016,-0.01609782305431079
125,2,0.016,-0.004639602451608327
125,2,0.016,-0.008665149236177283
125,2,0.016,-0.002843674559410425
125,2,0.016,-0.012993211257090576
125,2,0.016,-0.0020181639466192447
125,2,0.016,-0.013638982587099446
125,2,0.016,-0.023300173605613594
125,2,0.016,-0.004045086925742791
125,2,0.016,-0.0021240254302212214
125,2,0.016,-0.008767115597014541
125,2,0.016,-0.005059546249181923
125,2,0.016,-0.0030434769055058264
125,2,0.016,-0.04653830753377425
125,2,0.016,-0.031020061884600658
125,2,0.016,0.0015886142987240892
125,2,0.016,-0.042134416393021956
125,2,0.016,0.006850917545748514
125,2,0.016,0.0023290004684772825
125,2,0.016,-0.053716666039966
125,2,0.016,-0.03143659306026869
125,2,0.016,0.002948138866264327
125,2,0.016,-0.0068141282676022485
125,3,0.024,0.003734262852778003
125,3,0.024,-0.0011306970902247304
125,3,0.024,-0.0035711395445666705
125,3,0.024,-0.014782398902601412
125,3,0.024,0.0063248934319705685
125,3,0.024,-0.014944695417520193
125,3,0.024,-0.009886577975967092
125,3,0.024,-0.019081827519005723
125,3,0.024,-0.006030827221767288
125,3,0.024,0.0040541435483991695
125,3,0.024,-0.011968932458643888
125,3,0.024,-0.011659424306680766
125,3,0.024,-0.0028050518656781986
125,3,0.024,0.005850063521814941
125,3,0.024,-0.011181108198784817
125,3,0.024,0.0017647566887208366
125,3,0.024,-0.008982010291380182
125,3,0.024,-0.014723849892394392
125,3,0.024,-0.0076852429605108186
125,3,0.024,0.0012008214327945965
125,3,0.024,-0.0011461050929479355
125,3,0.024,-0.032115333269451596
125,3,0.024,0.008356572940508067
125,3,0.024,-0.001257110701219033
125,3,0.024,-0.002884073659444264
125,3,0.024,0.010373693794397953
125,3,0.024,-0.0025193769231263152
125,3,0.024,-0.009316505047988644
125,3,0.024,0.0030132800663570936
125,3,0.024,-0.0034054462412846376
125,3,0.024,-0.027326453624653135
125,3,0.024,0.007911684946749542
125,3,0.024,0.00027021835825374874
125,3,0.024,-0.02690802966244532
125,3,0.024,-0.019496372587494315
125,3,0.024,-0.009043749472723406
125,3,0.024,-0.004044556615529771
125,3,0.024,-0.00891899582715694
125,3,0.024,0.0042751413422724704
125,3,0.024,-0.010318577823275887
125,4,0.032,0.0037627323952603153
125,4,0.032,-0.012717707406677492
125,4,0.032,0.003675170303791442
125,4,0.032,0.006918596183568104
125,4,0.032,-0.016347333749502757
125,4,0.032,-0.019460834298553886
125,4,0.032,-0.001112037317631931
125,4,0.032,-0.004338785981162663
125,4,0.032,-0.00032008983668302404
125,4,0.032,-0.016443681280883138
125,4,0.032,0.004311745352486462
125,4,0.032,0.007238052320012567
125,4,0.032,0.0030356567658662015
125,4,0.032,1.5426947289565174e-05
125,4,0.032,-0.003146247626453158
125,4,0.032,-0.004450576895153546
125,4,0.032,-0.0003365907006611102
125,4,0.032,-0.0031572299664526238
125,4,0.032,-0.014822551975422371
125,4,0.032,0.007324325177232027
125,4,0.032,0.012934290213035049
125,4,0.032,-0.03703092440767153
125,4,0.032,-0.00946540646732874
125,4,0.032,0.018636515550125854
125,4,0.032,-0.013739581452296479
125,4,0.032,-0.006728231439619259
125,4,0.032,-0.0013056209813763764
125,4,0.032,-0.02651665933169478
125,4,0.032,-0.022236865512208492
125,4,0.032,-0.014308551233001565
125,4,0.032,0.0004277480146390733
125,4,0.032,0.009587749961805614
125,4,0.032,0.00941145181871511
125,4,0.032,-0.0027754819437619815
125,4,0.032,0.01213179434438505
125,4,0.032,-0.002938936943326753
125,4,0.032,-0.021112116420206162
125,4,0.032,0.0031242904201615462
125,4,0.032,-0.020643937617354946
125,4,0.032,-0.03106521596966416
125,6,0.048,0.0029032492489678985
125,6,0.048,-0.007927762199721466
125,6,0.048,0.003886951048667542
125,6,0.048,-0.011809478411596241
125,6,0.048,0.00998825398659281
125,6,0.048,-0.022391844333417454
125,6,0.048,-0.02364776356887538
125,6,0.048,0.0011604077017973724
125,6,0.048,-0.003423944601628537
125,6,0.048,-0.0004239693838162806
125,6,0.048,-0.008122271457685404
125,6,0.048,0.011620535086204142
125,6,0.048,0.010568879645852125
125,6,0.048,0.004364475347570895
125,6,0.048,0.006340155698532357
125,6,0.048,-0.01812278405305945
125,6,0.048,0.00041608592986236426
125,6,0.048,-0.009144672155316724
125,6,0.048,-0.0012915614832733624
125,6,0.048,-0.025853304782681497
125,6,0.048,0.012789637123151287
125,6,0.048,-0.005303567190951763
125,6,0.048,-0.023622687940104525
125,6,0.048,0.011026613236668703
125,6,0.048,-0.030388897270718584
125,6,0.048,0.0138432468951592
125,6,0.048,-0.028457920418225147
125,6,0.048,-0.017759895067378906
125,6,0.048,0.0010917577197663841
125,6,0.048,0.007591251922001607
125,6,0.048,-0.00885204293901265
125,6,0.048,-0.0029666028263926614
125,6,0.048,-0.016113023384087266
125,6,0.048,0.007862154434884971
125,6,0.048,-0.004058032141028345
125,6,0.048,-0.0035912245651268937
125,6,0.048,0.009390663713443714
125,6,0.048,-0.01358873610314465
125,6,0.048,0.003525366884434833
125,6,0.048,-0.029520322353802975
125,8,0.064,0.005080739373290177
125,8,0.064,0.019286773593044593
125,8,0.064,0.00407899997826755
125,8,0.064,-0.0008292848083781279
125,8,0.064,0.01559056522097202
125,8,0.064,0.008869699644166895
125,8,0.064,-0.0021285979166667524
125,8,0.064,0.0026931914225378772
125,8,0.064,-0.030805632805529115
125,8,0.064,0.011423729268735083
125,8,0.064,0.018692878003343072
125,8,0.064,-0.03547710005379767
125,8,0.064,-0.006375768544663041
125,8,0.064,0.003063495458175025
125,8,0.064,0.0052959046008062005
125,8,0.064,0.010044995452951233
125,8,0.064,0.005567962971544604
125,8,0.064,-0.0071620527570423476
125,8,0.064,-0.011126026547136347
125,8,0.064,-0.01022917239167398
125,8,0.064,0.0040129636920530065
125,8,0.064,0.003400735286656298
125,8,0.064,-0.00044683890526941994
125,8,0.064,-0.00012928296718867083
125,8,0.064,0.006939524772089478
125,8,0.064,0.007098706812374844
125,8,0.064,-0.003105762737122486
125,8,0.064,-0.01781109789871438
125,8,0.064,0.013507179417234838
125,8,0.064,0.03661230828620532
125,8,0.064,0.0005647428725347181
125,8,0.064,0.0010621198734862003
125,8,0.064,0.010156231830154128
125,8,0.064,0.016565390606240293
125,8,0.064,-0.017153653622491605
125,8,0.064,-0.002228010641082856
125,8,0.064,0.016224169388302567
125,8,0.064,-0.005346594594289378
125,8,0.064,0.0018760217562581172
125,8,0.064,0.0010155973731080237
125,12,0.096,0.008783544247454755
125,12,0.096,0.002900059283679146
125,12,0.096,-0.006035384277682743
125,12,0.096,0.013361121106129803
125,12,0.096,0.004278288562460653
125,12,0.096,-0.0010086109299868862
125,12,0.096,0.012812872137744624
125,12,0.096,0.017250296322174175
125,12,0.096,0.007114668024169268
125,12,0.096,-0.005228384684905885
125,12,0.096,-0.030861216291075355
125,12,0.096,0.0050497508342255415
125,12,0.096,0.020808212539395077
125,12,0.096,0.03428521382546962
125,12,0.096,0.006820062022192264
125,12,0.096,0.005446845830991587
125,12,0.096,0.020685784036745147
125,12,0.096,0.011625849788005627
125,12,0.096,0.013356901620140416
125,12,0.096,0.02127865214360808
125,12,0.096,0.00698769581105263
125,12,0.096,-0.0005662353866891512
125,12,0.096,-0.005980921067733458
125,12,0.096,0.0307897379760525
125,12,0.096,0.006952185424442148
125,12,0.096,0.004232638541489808
125,12,0.096,0.01200538745382923
125,12,0.096,0.005191911861906817
125,12,0.096,0.021300816947553647
125,12,0.096,-0.02360839252168273
125,12,0.096,0.0051369815322415135
125,12,0.096,0.007550371369376141
125,12,0.096,0.026925440651963062
125,12,0.096,-0.011460993259204244
125,12,0.096,0.013064286218097854
125,12,0.096,0.019438196756518256
125,12,0.096,-0.002679794828717108
125,12,0.096,0.037016605904742705
125,12,0.096,-0.0011826658102200294
125,12,0.096,0.007399255225703172
125,16,0.128,0.009480446837544232
125,16,0.128,0.020122489373485153
125,16,0.128,0.008645483843488844
125,16,0.128,0.001310075961293622
125,16,0.128,0.0037900144263797175
125,16,0.128,-0.0020276047556687105
125,16,0.128,0.03007804320596369
125,16,0.128,-0.011434091130468282
125,16,0.128,0.021449992110997906
125,16,0.128,0.02319602344104371
125,16,0.128,-0.0053548544723205915
125,16,0.128,0.030630369666596158
125,16,0.128,-0.019986884983193842
125,16,0.128,0.0034835288672598885
125,16,0.128,0.014669151595344265
125,16,0.128,0.0125855175132501
125,16,0.128,0.022132672531821107
125,16,0.128,-0.00866098138938226
125,16,0.128,0.037029666076172085
125,16,0.128,0.014645837353445379
125,16,0.128,-0.004156947542847622
125,16,0.128,0.013836149897461236
125,16,0.128,0.004404925428646955
125,16,0.128,0.006970367028889035
125,16,0.128,0.0007638168660564215
125,16,0.128,0.006419865519922963
125,16,0.128,-0.005878780622394331
125,16,0.128,0.007164709839261985
125,16,0.128,0.016060063978156125
125,16,0.128,0.0035823442951073425
125,16,0.128,0.0012595379108188975
125,16,0.128,0.025660345790589456
125,16,0.128,0.009573499971637534
125,16,0.128,0.029939678583555895
125,16,0.128,0.0035600014227220034
125,16,0.128,0.03670381277343748
125,16,0.128,-0.0019626089609734443
125,16,0.128,0.02164800338561651
125,16,0.128,0.0176505683886915
125,16,0.128,0.006988627502804656
125,24,0.192,0.025697000579396
125,24,0.192,-0.012187415909803545
125,24,0.192,0.019849791033722253
125,24,0.192,0.03023549124604058
125,24,0.192,-0.0037666107299866858
125,24,0.192,0.020107878879236873
125,24,0.192,0.019539050635703048
125,24,0.192,-0.006680286894290288
125,24,0.192,0.0005431891682510237
125,24,0.192,0.003570672223106919
125,24,0.192,0.016508223347281525
125,24,0.192,0.02905697477750152
125,24,0.192,0.028731722657260872
125,24,0.192,0.014892874406963297
125,24,0.192,0.00872526759198261
125,24,0.192,0.009714177530982304
125,24,0.192,0.019922486245914195
125,24,0.192,0.011389550047723795
125,24,0.192,0.008835527771773766
125,24,0.192,0.019508482274901984
125,24,0.192,0.02028901676784789
125,24,0.192,0.03602643276457129
125,24,0.192,0.020642839075390995
125,24,0.192,0.01906970089468113
125,24,0.192,0.009703588214862724
125,24,0.192,0.019214395494417724
125,24,0.192,0.018782333733349477
125,24,0.192,0.02099765804931719
125,24,0.192,0.020016100877703835
125,24,0.192,0.02353650137631197
125,24,0.192,0.015596277144000359
125,24,0.192,0.0058876293200481045
125,24,0.192,0.015561236172520143
125,24,0.192,0.025248049487088087
125,24,0.192,0.006539336637007731
125,24,0.192,-0.004375511956048295
125,24,0.192,0.009143098182492149
125,24,0.192,0.03326948700606247
125,24,0.192,0.025569977435578206
125,24,0.192,0.03161083354277233
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,1,0.004,0.0
250,2,0.008,-0.023405481102896086
250,2,0.008,0.0027850800519906294
250,2,0.008,-0.005964891492408753
250,2,0.008,-0.02983576268995075
250,2,0.008,-0.006186421951583365
250,2,0.008,0.0006008571008692676
250,2,0.008,0.0031750158476612778
250,2,0.008,0.0030590978674465696
250,2,0.008,-0.008532120229856499
250,2,0.008,-0.0037417428379481477
250,2,0.008,-0.037848586128268025
250,2,0.008,0.002112663986486407
250,2,0.008,0.006257306164363929
250,2,0.008,-0.011990863548994313
250,2,0.008,-0.004977004325951273
250,2,0.008,-0.007228243027946557
250,2,0.008,0.0026696144503457475
250,2,0.008,0.001633142079022376
250,2,0.008,0.0010589865887390415
250,2,0.008,-0.019539527471321205
250,2,0.008,-0.00037244690794707713
250,2,0.008,-0.019752604332645862
250,2,0.008,0.0017080337605124285
250,2,0.008,-0.0051061425179455
250,2,0.008,-0.04028221670473975
250,2,0.008,0.002364781816630912
250,2,0.008,-0.019673875589995282
250,2,0.008,0.004702680326838959
250,2,0.008,-0.0038741882597397304
250,2,0.008,-0.00035989636109712286
250,2,0.008,-0.00020447753983460215
250,2,0.008,0.0013522775630948614
250,2,0.008,-0.0017939561135157933
250,2,0.008,-0.011976572001981378
250,2,0.008,0.0005940323904753408
250,2,0.008,-0.0010771113543782684
250,2,0.008,0.0006580221388075014
250,2,0.008,-0.0024427274817125366
250,2,0.008,0.000789902788775998
250,2,0.008,-0.013984588443954227
250,3,0.012,-0.02208425999373792
250,3,0.012,-0.00383738270477324
250,3,0.012,-0.006070336923100994
250,3,0.012,-0.02551791244990076
250,3,0.012,-0.006948530934117292
250,3,0.012,-0.018153429063408222
250,3,0.012,-0.02655247786141607
250,3,0.012,-0.025946066950304325
250,3,0.012,-0.0018709862889171869
250,3,0.012,-0.0029678686265074417
250,3,0.012,-0.006352717065299718
250,3,0.012,-0.006517261371749794
250,3,0.012,-0.0034165102278401194
250,3,0.012,-0.0272121906305825
250,3,0.012,-0.010351331972785371
250,3,0.012,-0.018363202053071515
250,3,0.012,-0.025518484157713406
250,3,0.012,0.0009578789567168955
250,3,0.012,-0.015600122880639
250,3,0.012,-0.03187223865643657
250,3,0.012,-0.0030540691428974642
250,3,0.012,-0.008012955799950927
250,3,0.012,-0.019863867706377214
250,3,0.012,-0.003531035007440675
250,3,0.012,-0.010223999208920809
250,3,0.012,-0.03071548460289769
250,3,0.012,-0.03164219163291904
250,3,0.012,-0.001591974439468069
250,3,0.012,-0.0037626449492828007
250,3,0.012,-0.01293278445052276
250,3,0.012,-0.016542953605731547
250,3,0.012,-4.989511666686486e-05
250,3,0.012,-0.0019116358047014392
250,3,0.012,-0.025178345245741862
250,3,0.012,-0.0048553922022453455
250,3,0.012,0.00028326856041532844
250,3,0.012,-0.0008844119508834014
250,3,0.012,-0.007389316079176367
250,3,0.012,-0.02372667549237495
250,3,0.012,0.003680048620821219
250,4,0.016,-0.00943346918753668
250,4,0.016,-0.002841428198709417
250,4,0.016,0.0015776502160333439
250,4,0.016,-0.0028186843310459286
250,4,0.016,-0.020893497273636985
250,4,0.016,-0.0009562585898289511
250,4,0.016,-0.009803495349276548
250,4,0.016,-0.012272885154084034
250,4,0.016,0.005330768520644791
250,4,0.016,-0.016256440499241853
250,4,0.016,-0.033387353156325406
250,4,0.016,0.002506677560449977
250,4,0.016,-0.007832927035879456
250,4,0.016,-0.012614997611280654
250,4,0.016,-0.005607398766811267
250,4,0.016,-0.004148086779141524
250,4,0.016,-0.0037403398316913083
250,4,0.016,0.003888534361254359
250,4,0.016,-0.0055566434205800985
250,4,0.016,-0.0031471642399547584
250,4,0.016,-0.00045414443875985144
250,4,0.016,-0.009069953726298319
250,4,0.016,-0.004896515191844419
